User,Accident [Y/N],Year,Folder Name,Video Name,Link,Video Length [sec],Pre collission [sec],Collission [sec],Post collission [sec],"Light conditions [Sunny, Cloudy, Rainy, Showy, Night]","Text on Video [NO, Upper Right corner, Upper Left Corner, Lower Right Corner, Lower Left Corner]",Camera Location (if shown),Day of accident (if shown),Time of collission (if shown),"Type of Accident [Rear ended, With object, T-bone, Other]",Camera Moved [Y/N],Camera Move Time [sec],Other Comments
Nelson Abreu,Y,2017,20170814-01 IC I-80 - 2 Vehicle crash,ICTV06--2017_08_14_13_46_14-2017_08_14_13_56_12.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665525266215,597,387,389,,Sunny,Upper Left Corner,East I-80 @ 1st Ave,"8,14,2017",13:52:15,Car impacts right side of another car,N,,The incident is in the left far side of the vieo.
Nelson Abreu,N,2017,20170803-03 IC US218 Crash North,ICTV03--2017_08_03_18_18_48-2017_08_03_18_38_47.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524934103,1199,,,,Sunny,Upper Left Corner,East I-80 @ I-380/US210,,,,Y,646,
Nelson Abreu,N,2017,20170803-03 IC US218 Crash North,ICTV12--2017_08_03_18_14_42-2017_08_03_18_39_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665528819119,1493,,,,Sunny,Upper Left Corner,North US 218 @ Welrose,,,,Y,1194,
Nelson Abreu,N,2017,20170803-03 IC US218 Crash North,ICTV25--2017_08_03_18_15_01-2017_08_03_18_35_00.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523835954,1197,,,,Sunny,Upper Left Corner,North US 218 @ DMS,,,,,,
Nelson Abreu,Y,2017,20170805-01 US 63 Eddyville Rd crash near Chillicothe,Trimmed Clip (23 seconds) of the crash.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665530369563,23,16,18,21,Sunny,Upper Left Corner,North Hwy 63 @ Eddyville Rd,"8,05,2017",8:10:20,Car impacts left side of another car,N,,
Nelson Abreu,Y,2017,20170805-01 US 63 Eddyville Rd crash near Chillicothe,20170805_080816_29FC_00408CBA9D2B.mkv,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524661587,300,123,125,128,Sunny,Upper Left Corner,North Hwy 63 @ Eddyville Rd,"8,05,2017",8:10:20,Car impacts left side of another car,N,,
Nelson Abreu,N,2017,20170801-03 I29 TIM crash debrief,CBTV07--2017_08_01_16_06_46-2017_08_01_17_26_44.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524323163,4607,,,,Sunny,Upper Left Corner,West I-80 @ Harry Langdon,,,,Y,3973,
Nelson Abreu,N,2017,20170801-03 I29 TIM crash debrief,CBTV05--2017_08_01_16_07_24-2017_08_01_17_27_23.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665529036568,4758,,,,Sunny,Upper Left Corner,I-29/80 @ Lake Manawa,,,,Y,2718,
Nelson Abreu,Y,2017,20170803-01 DM I-235 Crash,DMTV02--2017_08_03_08_06_38-2017_08_03_08_37_37.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524676232,1856,1567,1570,1572,Rainy,Upper Left Corner,North I-235 NB Overpass Center @ Euclid,"8,03,2017",8:32:49,Car hits police vehicle assisting previous incident,Y,612,
Nelson Abreu,N,2017,20170725-01 I35 Hit and Run Accident,DMTV19--2017_07_25_08_29_11-2017_07_25_09_29_09.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665528072926,3594,,,,Sunny,Upper Left Corner,South I-35-80 SB @ Hickman Rd,,,,Y,3376,
Nelson Abreu,N,2017,20170726-01 DM I235 Accident between 3 car,DMTV15--2017_07_26_15_55_59-2017_07_26_16_55_58.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524533432,3595,,,,Sunny,Upper Left Corner,West I-235 EB Overpass @ 63rd St,,,,Y,279,
Nelson Abreu,N,2017,20170726-01 DM I235 Accident between 3 car,DMTV13--2017_07_26_15_47_35-2017_07_26_16_47_35.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665529304431,3594,,,,Rainy,Upper Left Corner,West I-235 EB @ 42nd St,,,,N,,
Nelson Abreu,N,2017,20170726-01 DM I235 Accident between 3 car,DMTV07--2017_07_26_16_36_42-2017_07_26_17_06_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665525160887,1793,,,,Rainy,Upper Left Corner,West I-235 EB Overpass @ 2nd Ave,,,,Y,419,
Nelson Abreu,N,2017,20170726-01 DM I235 Accident between 3 car,DMTV14--2017_07_26_15_48_32-2017_07_26_16_48_30.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524239954,3597,,,,Rainy,Upper Left Corner,West I-235 @ Polk Blvd,,,,Y,756,
Nelson Abreu,N,2017,20170801-02 DM I-35_80 Crash,DMTV24--2017_08_01_23_29_02-2017_08_01_23_49_01.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665529905609,1198,,,,Night,Upper Left Corner,West I-35/80 @ E 14th,,,,Y,1099,
Nelson Abreu,Y,2017,20170728-01 DM I-235 EB @ 42nd St Crash,20170728 I-235 EB @ 42nd St Crash Long.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665526005687,3208,15,17,23,Daylight,Upper Left Corner,West I-235 @ 42nd St,"7,28,2017",8:34:04,Vehicle passed to right side of the road and hit another vechile with his left side.,Y,310,
Nelson Abreu,Y,2017,20170728-01 DM I-235 EB @ 42nd St Crash,20170728 I-235 EB @ 42nd St Crash Short.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523392723,97,15,17,23,Daylight,Upper Left Corner,West I-235 @ 42nd St,"7,28,2017",8:34:04,Vehicle passed to right side of the road and hit another vechile with his left side.,N,,
Nelson Abreu,N,2017,20170731-04 QC I-74 Multi-Vehicle Crash,QCTV09--2017_07_31_17_07_29-2017_07_31_17_47_27.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665527932692,2396,,,,Sunny,Upper Left Corner,South I-74 @ Middle Rd,,,,Y,2240,
Nelson Abreu,Y,2017,20170731-04 QC I-74 Multi-Vehicle Crash,QCTV08--2017_07_31_17_05_19-2017_07_31_17_45_17.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665528061011,2398,633,635,641,Sunny,Upper Left Corner,South I-74 @ Last Iowa Exit,"7,31,2017",17:19:12,Vehicle hit another one from the back.,Y,1046,
Nelson Abreu,N,2017,20170715-02 I35 3 car motor vehicle crash,DMTV64--2017_07_15_12_26_03-2017_07_15_13_56_02.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524927387,5396,,,,Sunny,Upper Left Corner,South I-35 NB Overpass @ NE 158th Ave,,,,Y,745,The incident is not recorded in the video.
Nelson Abreu,Y,2017,20170616-02 CB Semi Crash I-80,CBTV02--2017_06_16_12_22_30-2017_06_16_17_12_50.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523468323,17416,24,27,32,Sunny,Upper Left Corner,East I-80/I-29 Interchange Ramp,"6,16,2017",12:22:54,Truck hit construction site and lost control.,Y,583,
Nelson Abreu,Y,2017,20170616-02 CB Semi Crash I-80,CBTV02--2017_06_16_12_22_28-2017_06_16_12_28_23.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521529931,354,24,27,32,Sunny,Upper Left Corner,East I-80/I-29 Interchange Ramp,"6,16,2017",12:22:54,Truck hit construction site and lost control.,N,,
Nelson Abreu,Y,2017,20170725-03 DM I-35 Car Crash,IWZ3113_7-25-2017_10-17-34 PM.asf,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665528155727,6146,87,89,92,NIght,Upper Left Corner,S I-35,"7,25,2017",22:19:02,"Car hit road sign, lost control and ended in the right side of the wall.",N,,
Nelson Abreu,Y,2017,20170725-03 DM I-35 Car Crash,20170725 Car Crash.mp4,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665527440159,40,22,24,27,NIght,Upper Left Corner,S I-35,"7,25,2017",22:19:02,"Car hit road sign, lost control and ended in the right side of the wall.",N,,
Nelson Abreu,N,2017,20170627-02 DM 6th St and Day St crash,DMTV07--2017_06_27_08_28_16-2017_06_27_10_25_02.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521330246,7000,,,,Sunny,Upper Left Corner,West I-235 EB Overpass Center @ 2nd Ave,,,,N,,
Nelson Abreu,N,2017,20170724 IA 141 EB Work Zone Crash,DMTV92--2017_07_24_06_40_28-2017_07_24_07_42_56.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665525006417,3744,,,,Sunny,Upper Left Corner,South IA141 NB @ E 1st St,,,,Y,1684,The incident is too far to be recognized.
Nelson Abreu,N,2017,20170702 I-235 Silverado Accident with Stolen Car,DMTV13--2017_07_02_10_56_16-2017_07_02_13_56_16.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665526221316,10788,,,,Sunny,Upper Left Corner,West I-235 EB @ 42nd St,,,,N,,
Nelson Abreu,N,2017,20170725-01 CR IA-100 DOT Van Crash,CRTV42--2017_07_25_12_12_33-2017_07_25_12_15_36.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665526323348,183,,,,Sunny,Upper Left Corner,West Collins Rd @ 1st Ave E,,,,N,,
Nelson Abreu,N,2017,20170725-01 CR IA-100 DOT Van Crash,CRTV41--2017_07_25_12_12_54-2017_07_25_12_27_36.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665531871814,882,,,,Sunny,Upper Left Corner,West Collins Rd @ Mall Entrance,,,,N,,
Nelson Abreu,N,2017,20170711-01 I235 2 Vehicle rollover crash,DMTV17--2017_07_11_14_26_09-2017_07_11_15_41_08.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665525381603,4494,,,,Sunny,Upper Left Corner,East I-235 @ Valley West,,,,Y,307,The incident is not recorded in the video.
Nelson Abreu,Y,2017,20170716-01 I380 Crash Silver Chrysler,ICTV15--2017_07_16_05_07_16-2017_07_16_05_47_14.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523728587,2399,1560,1563,1566,Night and Day Light,Upper Left Corner,South I-380 @ Swan Lake,"7,16,2017",5:25:57,Vehicle lost control and went to the left side of the road.,N,,
Nelson Abreu,N,2017,20170713-01 IA100 footage of accident,CRTV45--2017_07_13_20_57_04-2017_07_13_21_17_02.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524334695,1197,,,,Evening,Upper Left Corner,West 100 @ E Port Road,,,,N,,
Nelson Abreu,N,2017,20170712-01 I-35 Semi Accident,AMTV10--2017_07_12_09_48_09-2017_07_12_10_18_07.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523447311,1794,,,,Daylight Morning,Upper Left Corner,North I-35 NB Overpass @ Co Hwy E29,,,,Y,1147,The incident is not recorded in the video.
Nelson Abreu,N,2017,20170705-02 Hwy75 SB Bypass Personal Injury Accident,SCTV17--2017_07_05_14_08_49-2017_07_05_14_48_49.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520994121,2399,,,,Sunny,Upper Left Corner,East US-20 @ MorningSide,,,,N,,
Nelson Abreu,N,2017,20170705-02 Hwy75 SB Bypass Personal Injury Accident,SCTV16--2017_07_05_14_08_43-2017_07_05_14_48_41.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520554944,2398,,,,Sunny,Upper Left Corner,US 20 @ Sunnybrook,,,,N,,
Nelson Abreu,N,2017,20170705-02 Hwy75 SB Bypass Personal Injury Accident,SCTV14--2017_07_05_14_08_49-2017_07_05_14_48_49.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665525801802,2399,,,,Sunny,Upper Left Corner,West us 20 @ Lakeport,,,,N,,
Nelson Abreu,N,2017,20170711-02 US 61 WZ crash,IWZ3171_7-11-2017_3-36-35 PM.asf,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521539432,1380,,,,Sunny,Upper Left Corner,S US 61,,,,Y,1120,
Nelson Abreu,N,2017,20170615-02 DM I-80 at Morningstar Car Accident,DMTV23--2017_06_15_08_59_30-2017_06_15_11_04_28.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524210425,7443,,,,Sunny,Upper Left Corner,East I-35/80 EB @ 2nd Ave,,,,Y,1793,
Nelson Abreu,N,2017,20170615-02 DM I-80 at Morningstar Car Accident,IWZ3112--2017_06_15_09_01_07-2017_06_15_11_01_06.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520912357,7196,,,,Sunny,Upper Left Corner,W I-80/35,,,,Y,1267,
Nelson Abreu,N,2017,20170615-02 DM I-80 at Morningstar Car Accident,IWZ3158--2017_06_15_09_01_05-2017_06_15_11_01_03.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524279239,7197,,,,Sunny,Upper Left Corner,E I-35/80,,,,Y,3342,
Nelson Abreu,N,2017,20170616-03 DM 141 Car Crash,DMTV91--2017_06_16_11_37_17-2017_06_16_12_57_16.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520513187,4791,,,,Sunny,Upper Left Corner,West IA141 NB @ SE 19th St,,,,Y,602,
Nelson Abreu,Y,2017,20170628-01 DM I-235 Flooding Crash,DMTV09--2017_06_28_17_49_57-2017_06_28_19_09_07.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665526631027,4749,510,513,518,Rainy,Upper Left Corner,East I-235 EB @ Keo Way,"6,28,2017",17:58:30,Vehicle lost control fist because of the water and the another hit it right in the middle.,Y,563,
Nelson Abreu,Y,2017,20170628-01 DM I-235 Flooding Crash,DMTV09--2017_06_28_17_49_57-2017_06_28_18_00_42.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521357354,643,510,513,518,Rainy,Upper Left Corner,East I-235 EB @ Keo Way,"6,28,2017",17:58:30,Vehicle lost control fist because of the water and the another hit it right in the middle.,Y,551,
Nelson Abreu,Y,2017,20170705 I-29 Sioux City Work Zone Crash,SCTV09--2017_07_05_08_45_30-2017_07_05_09_17_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521661056,1929,12,14,18,Morning Day Light,Upper Left Corner,South I29 @ Floyd,"5,07,2017",8:45:44,Truck and car were side by side and the car past the the truck and crashed.,Y,1218,
Nelson Abreu,Y,2017,20170705 I-29 Sioux City Work Zone Crash,SCTV09--2017_07_05_08_45_30-2017_07_05_08_46_26.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521474628,55,12,14,18,Morning Day Light,Upper Left Corner,South I29 @ Floyd,"5,07,2017",8:45:44,Truck and car were side by side and the car past the the truck and crashed.,N,,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV78 I-35 @ IA 92 Semi Crash.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521527861,12600,,,,Night,Upper Left Corner,South I-35 @ IA 92,,,,Y,10629,First part of the video is a very bad quality.
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV78--2017_06_09_05_58_14-2017_06_09_08_28_10.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519521192,8983,,,,Evening Day Light,Upper Left Corner,North I-35 @ IA 92,,,,Y,1063,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV36 I-35 @ IA 5 Road Block.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520485189,22685,,,,Night,Upper Left Corner,North I-35 @ Hwy 5,,,,Y,1655,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV78--2017_06_09_03_58_14-2017_06_09_05_58_03.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665517513482,7164,,,,Night,Upper Left Corner,North I-35 @ IA 92,,,,Y,4176,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,MTV78--2017_06_09_01_58_14-2017_06_09_03_58_10.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665521115817,7159,,,,Night,Upper Left Corner,North I-35 @ IA 92,,,,Y,2712,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV78--2017_06_09_02_31_48-2017_06_09_02_45_06.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519680599,803,,,,Night,Upper Left Corner,North I-35 @ IA 92,,,,Y,476,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV78--2017_06_09_02_32_35-2017_06_09_02_34_00.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665522520205,89,,,,Night,Upper Left Corner,North I-35 @ IA 92,,,,N,,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV77--2017_06_09_02_03_41-2017_06_09_02_15_20.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523411526,694,,,,Night,Upper Left Corner,South I-35 @ Hoover St,,,,N,,
Nelson Abreu,N,2017,20170609-01 DM I-35 at IA 92 Truck Fire,DMTV36 I-35 @ IA 5 Semi Near Miss.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519202389,52,,,,Sunny,Upper Left Corner,North I-35 NB @ Hwy 5,,,,N,,
Nelson Abreu,N,2017,20170614-01 DM I-80 at Morningstar Car accident,DMTV23--2017_06_14_07_59_26-2017_06_14_09_59_25.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665523821119,7193,,,,"Morningstar, Cloudy, Rainy",Upper Left Corner,East I-35/80 EB @ 2nd Ave,,,,N,,
Nelson Abreu,N,2017,20170614-01 DM I-80 at Morningstar Car accident,IWZ3112--2017_06_14_07_54_26-2017_06_14_09_59_26.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665526478094,7497,,,,"Morningstar, Cloudy, Rainy",Upper Left Corner,I-80/35,,,,N,,
Nelson Abreu,N,2017,20170614-01 DM I-80 at Morningstar Car accident,IWZ3158--2017_06_14_07_54_25-2017_06_14_09_59_24.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519741620,7496,,,,Morningstar,Upper Left Corner,E I-80/35,,,,Y,427,
Nelson Abreu,N,2017,20170614-03 SC I-29 at 1st St Car Crash,SCTV02--2017_06_14_18_05_34-2017_06_14_19_25_32.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519905270,4797,,,,Evening,Upper Left Corner,I-29 @ 1st St Sgt Bluff,,,,N,,
Nelson Abreu,N,2017,20170614-03 SC I-29 at 1st St Car Crash,SCTV03--2017_06_14_18_04_11-2017_06_14_19_14_09.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665522037770,4196,,,,Sunny,Upper Left Corner,Nort I-29 @ 8th St in Sgt Bluff,,,,Y,1222,
Nelson Abreu,Y,2017,20170615 US 30 Nevada Crash,NVTV01--2017_06_15_08_16_00-2017_06_15_08_17_19.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524679081,76,18,21,25,Sunny,Upper Left Corner,West US 30 eb @ 580 Ave,"8,15,2017",8:10:16,Car hit a truck from the back.,N,,
Nelson Abreu,Y,2017,20170615 US 30 Nevada Crash,NVTV01--2017_06_15_07_52_46-2017_06_15_08_22_44.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665524985439,1796,1403,1405,1409,Sunny,Upper Left Corner,West US 30 eb @ 580 Ave,"8,15,2017",8:10:16,Car hit a truck from the back.,N,,
Nelson Abreu,N,2017,20170523-02 CB I-29 Truck Crash and Removal,CBTV35--2017_05_23_12_28_37-2017_05_23_16_18_36.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665517751238,12600,,,,Sunny,Upper Left Corner,North I-29 South of I-680 Interchange,,,,Y,2933,
Nelson Abreu,Y,2017,20170523-02 CB I-29 Truck Crash and Removal,CBTV36--2017_05_23_12_24_55-2017_05_23_16_19_56.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665522367402,12600,2696,2698,2701,Sunny,Upper Left Corner,I 29  @ S I-680 I/C,"5,23,2017",13:09:55,Cargo truck lost control in the curve.,Y,3872,
Nelson Abreu,Y,2017,20170607-01 DM I-80 at US65 Semi Crash,DMTV26--2017_06_07_14_14_17-2017_06_07_15_59_15.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665518617861,6296,,884,888,Sunny,Upper Left Corner,West I-80 EB @ US 65 SB,"6,07,2017",14:29:02,Truck crashed left side of the road,N,,
Nelson Abreu,N,2017,20170524-02 CB I-80 Veh Crash,CBTV08--2017_05_24_07_17_40-2017_05_24_08_47_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519630465,5397,,,,Sunny,Upper Left Corner,I-80 @ Madison Ave,,,,Y,831,
Nelson Abreu,N,2017,20170524-02 CB I-80 Veh Crash,CBTV10--2017_05_24_07_19_36-2017_05_24_08_49_35.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665515967649,5397,,,,Sunny,Upper Left Corner,East I-80 @ McPherson,,,,Y,2958,
Nelson Abreu,N,2017,20170524-02 CB I-80 Veh Crash,CBTV09--2017_05_24_07_16_13-2017_05_24_08_46_13.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665517299832,5396,,,,Sunny,Upper Left Corner,East I-80 @ Valley View,,,,Y,1240,
Nelson Abreu,N,2017,20170524-02 CB I-80 Veh Crash,CBTV07--2017_05_24_07_17_00-2017_05_24_08_46_59.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665517283232,5397,,,,Sunny,Upper Left Corner,West I-80 @ Harry Langdon,,,,Y,950,
Nelson Abreu,N,2017,20170524-02 CB I-80 Veh Crash,CBTV07--2017_05_24_07_17_00-2017_05_24_07_36_58.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665517321310,1196,,,,Sunny,Upper Left Corner,West I-80 @ Harry Langdon,,,,Y,957,
Nelson Abreu,N,2017,20170530-01 DM I-80 to US65 Veh Crash,DMTV26--2017_05_30_19_53_51-2017_05_30_20_23_49.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519038475,1793,,,,Sunny,Upper Left Corner,West I-80 EB @ US 65 SB,,,,Y,1675,
Nelson Abreu,N,2017,20170515-01 CB I-80 Crash,CBTV08--2017_05_15_09_26_21-2017_05_15_11_56_21.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665519201617,8997,,,,Sunny,Upper Left Corner,I-80 @ Madison Ave,,,,Y,1499,
Nelson Abreu,N,2017,20170515-01 CB I-80 Crash,CBTV08--2017_05_15_03_56_19-2017_05_15_05_56_19.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665516047361,7196,,,,Night,Upper Left Corner,I-80 @ Madison Ave,,,,Y,1355,
Nelson Abreu,N,2017,20170516-01 AM I-35 at US 30 Crash,AMTV07--2017_05_16_08_19_28-2017_05_16_09_29_26.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665518260389,4194,,,,Sunny,Upper Left Corner,I-35 @ US30 N,,,,N,,
Nelson Abreu,N,2017,20170516-01 AM I-35 at US 30 Crash,AMTV06--2017_05_16_08_19_31-2017_05_16_09_29_29.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665522252011,4193,,,,Sunny,Upper Left Corner,I-35 SB @ US30 N,,,,N,,
Nelson Abreu,N,2017,20170523-01 I-35 Crash into Sign and attenuator,DMTV79--2017_05_23_11_23_17-2017_05_23_13_03_09.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665520478688,5370,,,,Sunny,Upper Left Corner,South I-35 SB Overpass @ Mckinley St,,,,Y,5061,
Nelson Abreu,N,2017,20170419-01 DM Accident -Motorcycle Vs. Car,DMTV10--2017_04_19_16_58_34-2017_04_19_19_28_32.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665516070570,8996,,,,Sunny,Upper Left Corner,East I-235 @ WLK,,,,N,,
Nelson Abreu,N,2017,20170419-01 DM Accident -Motorcycle Vs. Car,DMTV55--2017_04_19_18_09_41-2017_04_19_18_30_29.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665512819757,1247,,,,Sunny,Upper Left Corner,Noth I-35 @ Asthworth,,,,N,,
Nelson Abreu,N,2017,20170419-01 DM Accident -Motorcycle Vs. Car,DMTV17--2017_04_19_18_09_58-2017_04_19_18_30_06.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665514453524,1206,,,,Sunny,Upper Left Corner,West I-235 @ Valley West,,,,N,,
Nelson Abreu,N,2017,20170419-01 DM Accident -Motorcycle Vs. Car,DMTV09--2017_04_19_05_28_41-2017_04_19_06_58_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665512794297,5397,,,,Night,Upper Left Corner,West I-235 @ Keo Way,,,,N,,
Nelson Abreu,N,2017,20170419-01 DM Accident -Motorcycle Vs. Car,DMTV51--2017_04_19_18_09_34-2017_04_19_18_30_20.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665518393876,1242,,,,Evening,Upper Left Corner,I-35/80 @ University,,,,N,,
